quarter,topic,count,total,share
2021Q4,15,10,268,0.03731343283582089
2021Q4,16,3,268,0.011194029850746268
2021Q4,17,4,268,0.014925373134328358
2021Q4,18,10,268,0.03731343283582089
2021Q4,19,7,268,0.026119402985074626
2021Q4,20,6,268,0.022388059701492536
2021Q4,21,4,268,0.014925373134328358
2021Q4,22,5,268,0.018656716417910446
2021Q4,23,1,268,0.0037313432835820895
2021Q4,24,1,268,0.0037313432835820895
2021Q4,25,3,268,0.011194029850746268
2021Q4,27,8,268,0.029850746268656716
2021Q4,28,4,268,0.014925373134328358
2021Q4,29,4,268,0.014925373134328358
2021Q4,30,2,268,0.007462686567164179
2021Q4,32,3,268,0.011194029850746268
2021Q4,34,2,268,0.007462686567164179
2021Q4,35,3,268,0.011194029850746268
2021Q4,36,6,268,0.022388059701492536
2021Q4,37,2,268,0.007462686567164179
2021Q4,38,5,268,0.018656716417910446
2021Q4,40,5,268,0.018656716417910446
2021Q4,41,1,268,0.0037313432835820895
2021Q4,42,4,268,0.014925373134328358
2021Q4,43,6,268,0.022388059701492536
2021Q4,44,3,268,0.011194029850746268
2021Q4,45,2,268,0.007462686567164179
2022Q1,0,9,317,0.028391167192429023
2022Q1,1,41,317,0.12933753943217666
2022Q1,2,14,317,0.04416403785488959
2022Q1,3,19,317,0.05993690851735016
2022Q1,4,16,317,0.050473186119873815
2022Q1,5,5,317,0.015772870662460567
2022Q1,6,5,317,0.015772870662460567
2022Q1,7,16,317,0.050473186119873815
2022Q1,8,6,317,0.01892744479495268
2022Q1,9,10,317,0.031545741324921134
2022Q1,11,6,317,0.01892744479495268
2022Q1,12,16,317,0.050473186119873815
2022Q1,13,9,317,0.028391167192429023
2022Q1,14,8,317,0.025236593059936908
2022Q1,15,16,317,0.050473186119873815
2022Q1,16,2,317,0.006309148264984227
2022Q1,17,1,317,0.0031545741324921135
2022Q1,18,4,317,0.012618296529968454
2022Q1,19,10,317,0.031545741324921134
2022Q1,20,4,317,0.012618296529968454
2022Q1,21,7,317,0.022082018927444796
2022Q1,22,8,317,0.025236593059936908
2022Q1,23,6,317,0.01892744479495268
2022Q1,24,7,317,0.022082018927444796
2022Q1,25,2,317,0.006309148264984227
2022Q1,26,4,317,0.012618296529968454
2022Q1,27,7,317,0.022082018927444796
2022Q1,28,1,317,0.0031545741324921135
2022Q1,29,4,317,0.012618296529968454
2022Q1,30,8,317,0.025236593059936908
2022Q1,31,4,317,0.012618296529968454
2022Q1,32,9,317,0.028391167192429023
2022Q1,33,8,317,0.025236593059936908
2022Q1,34,1,317,0.0031545741324921135
2022Q1,35,1,317,0.0031545741324921135
2022Q1,36,1,317,0.0031545741324921135
2022Q1,37,4,317,0.012618296529968454
2022Q1,38,4,317,0.012618296529968454
2022Q1,39,1,317,0.0031545741324921135
2022Q1,40,1,317,0.0031545741324921135
2022Q1,41,2,317,0.006309148264984227
2022Q1,42,4,317,0.012618296529968454
2022Q1,43,1,317,0.0031545741324921135
2022Q1,44,1,317,0.0031545741324921135
2022Q1,45,4,317,0.012618296529968454
2022Q2,0,20,327,0.06116207951070336
2022Q2,1,20,327,0.06116207951070336
2022Q2,2,12,327,0.03669724770642202
2022Q2,3,19,327,0.0581039755351682
2022Q2,4,14,327,0.04281345565749235
2022Q2,5,12,327,0.03669724770642202
2022Q2,6,6,327,0.01834862385321101
2022Q2,7,17,327,0.05198776758409786
2022Q2,8,20,327,0.06116207951070336
2022Q2,9,5,327,0.01529051987767584
2022Q2,10,8,327,0.024464831804281346
2022Q2,11,8,327,0.024464831804281346
2022Q2,12,7,327,0.021406727828746176
2022Q2,13,5,327,0.01529051987767584
2022Q2,14,5,327,0.01529051987767584
2022Q2,15,6,327,0.01834862385321101
2022Q2,17,4,327,0.012232415902140673
2022Q2,18,16,327,0.04892966360856269
2022Q2,19,4,327,0.012232415902140673
2022Q2,20,1,327,0.0030581039755351682
2022Q2,21,6,327,0.01834862385321101
2022Q2,22,11,327,0.03363914373088685
2022Q2,23,13,327,0.039755351681957186
2022Q2,24,3,327,0.009174311926605505
2022Q2,25,4,327,0.012232415902140673
2022Q2,26,1,327,0.0030581039755351682
2022Q2,27,6,327,0.01834862385321101
2022Q2,28,2,327,0.0061162079510703364
2022Q2,29,3,327,0.009174311926605505
2022Q2,30,4,327,0.012232415902140673
2022Q2,31,2,327,0.0061162079510703364
2022Q2,32,4,327,0.012232415902140673
2022Q2,33,2,327,0.0061162079510703364
2022Q2,34,4,327,0.012232415902140673
2022Q2,35,5,327,0.01529051987767584
2022Q2,36,14,327,0.04281345565749235
2022Q2,37,9,327,0.027522935779816515
2022Q2,38,5,327,0.01529051987767584
2022Q2,39,2,327,0.0061162079510703364
2022Q2,40,2,327,0.0061162079510703364
2022Q2,41,5,327,0.01529051987767584
2022Q2,42,1,327,0.0030581039755351682
2022Q2,43,3,327,0.009174311926605505
2022Q2,44,4,327,0.012232415902140673
2022Q2,45,3,327,0.009174311926605505
2022Q3,0,23,346,0.06647398843930635
2022Q3,1,29,346,0.0838150289017341
2022Q3,2,24,346,0.06936416184971098
2022Q3,3,11,346,0.031791907514450865
2022Q3,4,10,346,0.028901734104046242
2022Q3,5,3,346,0.008670520231213872
2022Q3,6,11,346,0.031791907514450865
2022Q3,7,9,346,0.02601156069364162
2022Q3,8,16,346,0.046242774566473986
2022Q3,9,4,346,0.011560693641618497
2022Q3,10,12,346,0.03468208092485549
2022Q3,11,3,346,0.008670520231213872
2022Q3,12,8,346,0.023121387283236993
2022Q3,13,27,346,0.07803468208092486
2022Q3,14,2,346,0.005780346820809248
2022Q3,15,12,346,0.03468208092485549
2022Q3,16,1,346,0.002890173410404624
2022Q3,17,6,346,0.017341040462427744
2022Q3,18,7,346,0.02023121387283237
2022Q3,19,5,346,0.014450867052023121
2022Q3,20,1,346,0.002890173410404624
2022Q3,21,10,346,0.028901734104046242
2022Q3,22,6,346,0.017341040462427744
2022Q3,23,1,346,0.002890173410404624
2022Q3,24,1,346,0.002890173410404624
2022Q3,25,2,346,0.005780346820809248
2022Q3,26,13,346,0.03757225433526012
2022Q3,27,7,346,0.02023121387283237
2022Q3,28,3,346,0.008670520231213872
2022Q3,29,5,346,0.014450867052023121
2022Q3,30,2,346,0.005780346820809248
2022Q3,32,7,346,0.02023121387283237
2022Q3,33,3,346,0.008670520231213872
2022Q3,34,3,346,0.008670520231213872
2022Q3,35,2,346,0.005780346820809248
2022Q3,36,4,346,0.011560693641618497
2022Q3,37,18,346,0.05202312138728324
2022Q3,38,9,346,0.02601156069364162
2022Q3,39,4,346,0.011560693641618497
2022Q3,40,4,346,0.011560693641618497
2022Q3,41,6,346,0.017341040462427744
2022Q3,42,4,346,0.011560693641618497
2022Q3,43,2,346,0.005780346820809248
2022Q3,44,3,346,0.008670520231213872
