quarter,topic,count,total,share
2014Q3,9,17,361,0.04709141274238227
2014Q3,10,12,361,0.0332409972299169
2014Q3,11,7,361,0.019390581717451522
2014Q3,12,14,361,0.038781163434903045
2014Q3,13,3,361,0.008310249307479225
2014Q3,14,12,361,0.0332409972299169
2014Q3,15,2,361,0.00554016620498615
2014Q3,16,1,361,0.002770083102493075
2014Q3,17,5,361,0.013850415512465374
2014Q3,18,9,361,0.024930747922437674
2014Q3,19,7,361,0.019390581717451522
2014Q3,20,5,361,0.013850415512465374
2014Q3,21,7,361,0.019390581717451522
2014Q3,22,2,361,0.00554016620498615
2014Q3,23,9,361,0.024930747922437674
2014Q3,24,7,361,0.019390581717451522
2014Q3,25,8,361,0.0221606648199446
2014Q3,26,4,361,0.0110803324099723
2014Q3,27,6,361,0.01662049861495845
